Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;34294037;"""300 MG SOLUZIONE PER INFUSIONE ENDOVENOSA"" 6 FIALE";CLODY;PROMEDICA S.R.L.;  52,32;  63,18;  10,86;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;26510038;"""300"" 6 FIALE 300 MG/10 ML";DIFOSFONAL;SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;  52,32;  63,18;  10,86;;38A
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;42186015;"""400MCG COMPRESSE"" 120 COMPRESSE";BALFOLIC;LABORATORI BALDACCI S.P.A.;  13,40;  13,40;  0,00;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36346029;"""400MCG COMPRESSE"" 120 COMPRESSE";FERTIFOL;EFFIK ITALIA S.P.A.;  13,40;  13,40;  0,00;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36345027;"""400MCG COMPRESSE"" 120 COMPRESSE IN BLISTER AL/PVC";FOLIDEX;ITALFARMACO S.P.A.;  13,40;  13,40;  0,00;;GSG
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;40274019;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/AL";ACIDO FOLICO DOC GENERICI;DOC GENERICI S.R.L.;  2,44;  2,44;  0,00;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;2309045;"""5 MG CAPSULE MOLLI"" 20 CAPSULE";FOLINA;TEOFARMA S.R.L.;  2,44;  3,60;  1,16;;H7B
Acido pipemidico;20 UNITA'  200 MG - USO ORALE;J01MB04;23869011;MITE 20 CAPSULE 200 MG;UROTRACTIN;TEOFARMA S.R.L.;  3,64;  4,01;  0,37;;B1A
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;24497024;400 MG CAPSULE RIGIDE 20 CAPSULE;ACIDO PIPEMIDICO;EG S.P.A.;  4,59;  5,05;  0,46;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;25060029;20 CAPSULE 400 MG;DIPERPEN;FRANCIA FARMACEUTICI INDUSTRIA FARMACO BIOLOGICA S.R.L.;  4,59;  6,23;  1,64;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;23921048;400 20 CAPSULE 400 MG;PIPEMID;VISUFARMA S.P.A.;  4,59;  7,63;  3,04;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;23609023;20 CAPSULE 400 MG;PIPRAM;TEOFARMA S.R.L.;  4,59;  7,63;  3,04;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;24590022;20 CAPSULE 400 MG;PIPURIN;NCSN FARMACEUTICI S.R.L.;  4,59;  9,53;  4,94;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;24482022;20 CAPSULE 400 MG;UROPIMID;LABORATORIO FARMACEUTICO C.T. S.R.L.;  4,59;  4,59;  0,00;;B1B
Acido pipemidico;20 UNITA'  400 MG - USO ORALE;J01MB04;23869023;20 CAPSULE 400 MG;UROTRACTIN;TEOFARMA S.R.L.;  4,59;  7,63;  3,04;;B1B
Acido tranexamico;5 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;35748019;"""500 MG/5 ML SOLUZIONE ORALE INIETTABILE PER USO ENDOVENOSO"" 5 FIALE";ACIDO TRANEXAMICO BIOINDUSTRIA L.I.M.;BIOINDUSTRIA LABORATORIO ITALIANO MEDICINALI S.P.A.;  3,60;  3,96;  0,36;;CAA
Acido tranexamico;5 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;21458029;"""500 MG/5 ML SOLUZIONE INIETTABILE PER USO ENDOVENOSO, PER USO ORALE O LOCALE"" 5 FIALE";UGUROL;ROTTAPHARM S.P.A.;  3,60;  3,96;  0,36;;CAA
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;22019032;"""500 MG/5ML SOLUZIONE INIETTABILE""  6 FIALE";TRANEX;ISTITUTO FARMACOBIOLOGICO MALESCI S.P.A.;  4,28;  6,59;  2,31;;CAE
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;21458031;"""500 MG/5ML SOLUZIONE INIETTABILE PER USO ORALE E LOCALE"" 6 FIALE";UGUROL;ROTTAPHARM S.P.A.;  4,28;  4,28;  0,00;;CAE
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;33094018;"""150 MG COMPRESSE"" 20 COMPRESSE";ACIDO URSODESOSSICOLICO MYLAN GENERICS;MYLAN S.P.A.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;28336016;20 COMPRESSE 150 MG;DESOXIL;S.F. GROUP S.R.L.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23605076;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";DEURSIL;CHEPLAPHARM ARZNEIMITTEL GMBH;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24615078;20 COMPRESSE 150 MG;LITURSOL;CRINOS S.P.A.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;26893038;20 COMPRESSE 150 MG;URDES;ERREKAPPA EUROTERAPICI S.P.A.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23630039;20 COMPRESSE 150 MG;URSACOL;ZAMBON ITALIA S.R.L.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24444034;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE";URSOBIL;ABC FARMACEUTICI S.P.A.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;25430063;20 CAPSULE 150 MG;URSOLISIN;MAGIS FARMACEUTICI S.P.A.;  4,03;  4,43;  0,40;;01C
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;23605153;"""225 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 20 CAPSULE RIGIDE A RILASCIO PROLUNGATO";DEURSIL;CHEPLAPHARM ARZNEIMITTEL GMBH;  6,53;  7,89;  1,36;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;26893065;"""225 MG COMPRESSE GASTRORESISTENTI"" 20 COMPRESSE";URDES;ERREKAPPA EUROTERAPICI S.P.A.;  6,53;  7,89;  1,36;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;24173066;"""RETARD MITE""20 CAPSULE 225 MG";URSILON;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  6,53;  7,89;  1,36;;01D
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28746016;20 CAPSULE 300 MG;ACIDO URSODESOSSICOLICO;ANGENERICO S.P.A.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33090010;"""300 MG COMPRESSE"" 20 COMPRESSE";ACIDO URSODESOSSICOLICO;RATIOPHARM GMBH;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28366019;20 CAPSULE 300 MG;ACIDO URSODESOSSICOLICO ACTAVIS;ACTAVIS GROUP PTC EHF;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28931018;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE";ACIDO URSODESOSSICOLICO DOC GENERICI;DOC GENERICI S.R.L.;  5,24;  5,77;  0,53;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33512031;"""300 MG CAPSULE"" 20 CAPSULE";ACIDO URSODESOSSICOLICO EG;EG S.P.A.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33094020;"""300 MG COMPRESSE"" 20 COMPRESSE";ACIDO URSODESOSSICOLICO MYLAN GENERICS;MYLAN S.P.A.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33564030;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE";ACIDO URSODESOSSICOLICO ZENTIVA;ZENTIVA ITALIA S.R.L.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28336028;20 COMPRESSE 300 MG;DESOXIL;S.F. GROUP S.R.L.;  5,24;  5,77;  0,53;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;23605114;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";DEURSIL;CHEPLAPHARM ARZNEIMITTEL GMBH;  5,24;  6,59;  1,35;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;27567039;20 CAPSULE 300 MG;FRAURS;FRANCIA FARMACEUTICI INDUSTRIA FARMACO BIOLOGICA S.R.L.;  5,24;  6,59;  1,35;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28404010;20 COMPRESSE 300 MG;LITOFF;FARMACEUTICI CABER S.P.A.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24615080;20 COMPRESSE 300 MG;LITURSOL;CRINOS S.P.A.;  5,24;  5,77;  0,53;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;26893040;20 COMPRESSE 300 MG;URDES;ERREKAPPA EUROTERAPICI S.P.A.;  5,24;  5,77;  0,53;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;23630066;20 COMPRESSE 300 MG;URSACOL;ZAMBON ITALIA S.R.L.;  5,24;  6,59;  1,35;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24173080;20 CAPSULE 300 MG;URSILON;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  5,24;  6,59;  1,35;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24444123;"""300 MG COMPRESSE"" 20 COMPRESSE";URSOBIL;ABC FARMACEUTICI S.P.A.;  5,24;  5,80;  0,56;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;26073027;20 CAPSULE 300 MG;URSOFLOR;SO.SE.PHARM S.R.L.;  5,24;  5,24;  0,00;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;25430101;20 CAPSULE 300 MG;URSOLISIN;MAGIS FARMACEUTICI S.P.A.;  5,24;  5,77;  0,53;;01A
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;33090034;"""450 MG COMPRESSE A RILASCIO PROLUNGATO"" 20 COMPRESSE A RILASCIO PROLUNGATO";ACIDO URSODESOSSICOLICO;RATIOPHARM GMBH;  8,16;  8,16;  0,00;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;28931032;"""450 MG CAPSULE RIGIDE A RILASCIO MODIFICATO"" 20 CAPSULE";ACIDO URSODESOSSICOLICO DOC GENERICI;DOC GENERICI S.R.L.;  8,16;  8,16;  0,00;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;33512017;"""450 MG COMPRESSE A RILASCIO PROLUNGATO"" 20 COMPRESSE A RILASCIO PROLUNGATO";ACIDO URSODESOSSICOLICO EG;EG S.P.A.;  8,16;  8,16;  0,00;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;33564055;"""450 MG CAPSULE RIGIDE ARILASCIO PROLUNGATO"" 20 CAPSULE";ACIDO URSODESOSSICOLICO ZENTIVA;ZENTIVA ITALIA S.R.L.;  8,16;  8,16;  0,00;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;28336042;"""RC"" 20 COMPRESSE 450 MG RIL. CONTR.";DESOXIL;S.F. GROUP S.R.L.;  8,16;  9,85;  1,69;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;23605138;"""450 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 20 CAPSULE RIGIDE A RILASCIO PROLUNGATO";DEURSIL;CHEPLAPHARM ARZNEIMITTEL GMBH;  8,16;  11,19;  3,03;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;28404022;20 COMPRESSE RILASCIO CONTROLLATO 450 MG;LITOFF;FARMACEUTICI CABER S.P.A.;  8,16;  8,16;  0,00;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;26893053;"""450 MG COMPRESSE GASTRORESISTENTI 20 COMPRESSE";URDES;ERREKAPPA EUROTERAPICI S.P.A.;  8,16;  9,85;  1,69;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;24173054;"""RETARD"" 20 CAPSULE 450 MG";URSILON;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  8,16;  11,19;  3,03;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;29038027;"""450 MG CAPSULE RIGIDE A RILASCIO MODIFICATO"" 20 CAPSULE";URSOBIL HT;ABC FARMACEUTICI S.P.A.;  8,16;  9,85;  1,69;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;26073039;"""RETARD"" 20 COMPRESSE RITARDO 450 MG";URSOFLOR;SO.SE.PHARM S.R.L.;  8,16;  8,16;  0,00;;01B
Acido valproico (sale di sodio);40 ML 20% - USO ORALE;N03AG01;22483034;GOCCE ORALI 40 ML 20%;DEPAKIN;SANOFI S.P.A.;  4,18;  4,60;  0,42;;39A
Acido valproico (sale di sodio);40 UNITA' 200 MG - USO ORALE;N03AG01;22483248;"""200 MG COMPRESSE GASTRORESISTENTI"" 40 COMPRESSE IN BLISTER ALU/ALU";DEPAKIN;SANOFI S.P.A.;  3,48;  4,15;  0,67;;39B
Acido valproico (sale di sodio);40 UNITA' 500 MG - USO ORALE;N03AG01;22483251;"""500 MG COMPRESSE GASTRORESISTENTI"" 40 COMPRESSE IN BLISTER ALU/ALU";DEPAKIN;SANOFI S.P.A.;  7,17;  7,89;  0,72;;39C
Acitretina;20 UNITA' 25 MG - USO ORALE;D05BB02;27480021;"""25 MG CAPSULE RIGIDE"" 20CAPSULE";NEOTIGASON;AUROBINDO PHARMA ITALIA S.R.L.;  23,89;  32,73;  8,84;;HAB
Acitretina;20 UNITA' 25 MG - USO ORALE;D05BB02;41619065;"""25 MG CAPSULE RIGIDE"" 20 CAPSULE IN BLISTER PVC/PVDC/AL";ZORIAS;DIFA COOPER S.P.A.;  23,89;  23,89;  0,00;;HAB
Acitretina;30 UNITA' 10 MG - USO ORALE;D05BB02;27480019;"""10 MG CAPSULE RIGIDE"" 30CAPSULE";NEOTIGASON;AUROBINDO PHARMA ITALIA S.R.L.;  17,00;  23,28;  6,28;;HAA
Acitretina;30 UNITA' 10 MG - USO ORALE;D05BB02;41619014;"""10 MG CAPSULE RIGIDE"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";ZORIAS;DIFA COOPER S.P.A.;  17,00;  17,00;  0,00;;HAA
Acqua per preparazioni iniettabili;1 UNITA' 10 ML - USO PARENTERALE;V07AB;29824051;FIALA 10 ML;ACQUA PER PREPARAZIONI INIETTABILI;INDUSTRIA FARMACEUTICA GALENICA SENESE S.R.L.;  0,23;  0,23;  0,00;;40C
Acqua per preparazioni iniettabili;1 UNITA' 10 ML - USO PARENTERALE;V07AB;30649053;FIALA 10 ML;ACQUA PER PREPARAZIONI INIETTABILI;S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO;  0,23;  0,23;  0,00;;40C
Acqua per preparazioni iniettabili;1 UNITA' 10 ML - USO PARENTERALE;V07AB;30779033;FIALA 10 ML;ACQUA PER PREPARAZIONI INIETTABILI;MONICO S.P.A.;  0,23;  0,23;  0,00;;40C
Acqua per preparazioni iniettabili;1 UNITA' 2 ML - USO PARENTERALE;V07AB;29824024;FIALA 2 ML;ACQUA PER PREPARAZIONI INIETTABILI;INDUSTRIA FARMACEUTICA GALENICA SENESE S.R.L.;  0,15;  0,15;  0,00;;40A
Acqua per preparazioni iniettabili;1 UNITA' 2 ML - USO PARENTERALE;V07AB;30649014;FIALA 2 ML;ACQUA PER PREPARAZIONI INIETTABILI;S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO;  0,15;  0,15;  0,00;;40A
Acqua per preparazioni iniettabili;1 UNITA' 2 ML - USO PARENTERALE;V07AB;30779019;FIALA 2 ML;ACQUA PER PREPARAZIONI INIETTABILI;MONICO S.P.A.;  0,15;  0,15;  0,00;;40A
Acqua per preparazioni iniettabili;1 UNITA' 5 ML - USO PARENTERALE;V07AB;29824048;FIALA 5 ML;ACQUA PER PREPARAZIONI INIETTABILI;INDUSTRIA FARMACEUTICA GALENICA SENESE S.R.L.;  0,19;  0,19;  0,00;;40B
Acqua per preparazioni iniettabili;1 UNITA' 5 ML - USO PARENTERALE;V07AB;30649038;FIALA 5 ML;ACQUA PER PREPARAZIONI INIETTABILI;S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO;  0,19;  0,19;  0,00;;40B
Acqua per preparazioni iniettabili;1 UNITA' 5 ML - USO PARENTERALE;V07AB;30779021;FIALA 5 ML;ACQUA PER PREPARAZIONI INIETTABILI;MONICO S.P.A.;  0,19;  0,19;  0,00;;40B
Adrenalina;5 UNITA' 0,5 MG - USO PARENTERALE;C01CA24;30650016;5 FIALE 0,5MG/1ML;ADRENALINA;S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO;  1,17;  1,22;  0,05;;41A
Adrenalina;5 UNITA' 0,5 MG - USO PARENTERALE;C01CA24;30780011;5 FIALE 0,5 MG/1 ML;ADRENALINA;MONICO S.P.A.;  1,17;  2,62;  1,45;;41A
Adrenalina;5 UNITA' 0,5 MG - USO PARENTERALE;C01CA24;29825015;5 FIALE 0,5MG/1ML;ADRENALINA GALENICA SENESE;INDUSTRIA FARMACEUTICA GALENICA SENESE S.R.L.;  1,17;  1,21;  0,04;;41A
Adrenalina;5 UNITA' 1 MG - USO PARENTERALE;C01CA24;30650030;5 FIALE 1MG/1ML;ADRENALINA;S.A.L.F. S.P.A. LABORATORIO FARMACOLOGICO;  1,44;  1,51;  0,07;;41B
Adrenalina;5 UNITA' 1 MG - USO PARENTERALE;C01CA24;30780023;5 FIALE 1 MG/1 ML;ADRENALINA;MONICO S.P.A.;  1,44;  3,81;  2,37;;41B
Adrenalina;5 UNITA' 1 MG - USO PARENTERALE;C01CA24;29825039;5 FIALE 1MG/1ML;ADRENALINA GALENICA SENESE;INDUSTRIA FARMACEUTICA GALENICA SENESE S.R.L.;  1,44;  1,44;  0,00;;41B
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;38423012;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA DOC GENERICI;DOC GENERICI S.R.L.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;37419064;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA EG;EG S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;37589037;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA HEXAL;HEXAL S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;37413034;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA MYLAN GENERICS;MYLAN S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;38779031;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA PENSA;PENSA PHARMA S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;38661029;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/AL";ALFUZOSINA RANBAXY;RANBAXY ITALIA S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;37197050;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA RATIOPHARM;RATIOPHARM GMBH;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;38155038;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALFUZOSINA SANDOZ;SANDOZ S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;27878038;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE";ALFUZOSINA ZENTIVA;ZENTIVA ITALIA S.R.L.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;38422010;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";FARALZIN;PH&T S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;26670051;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MITTOVAL;SANOFI S.P.A.;  8,78;  11,66;  2,88;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;41657014;"""10MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE";OFUXAL;LAMPUGNANI FARMACEUTICI S.P.A.;  8,78;  8,78;  0,00;;DWA
Alfuzosina;30 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);G04CA01;27314044;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";XATRAL;SANOFI S.P.A.;  8,78;  10,66;  1,88;;DWA
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;43337029;"""300 MG COMPRESSA"" 30 COMPRESSE IN BLISTER PVC/VDC/AL";ALLOPURINOLO DOC GENERICI;DOC GENERICI S.R.L.;  2,05;  2,05;  0,00;;33A
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;22441048;30 COMPRESSE 300 MG;ALLOPURINOLO MOLTENI;L. MOLTENI E C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.;  2,05;  2,26;  0,21;;33A
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;39060292;"""300 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/AL";ALLOPURINOLO SANDOZ;SANDOZ S.P.A.;  2,05;  2,26;  0,21;;33A
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;39060393;"""300 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PP/AL";ALLOPURINOLO SANDOZ;SANDOZ S.P.A.;  2,05;  2,26;  0,21;;33A
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;40180147;"""300 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";ALLOPURINOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  2,05;  2,26;  0,21;;33A
Allopurinolo;30 UNITA' 300 MG - USO ORALE;M04AA01;21259027;30 COMPRESSE DIVISIBILI 300 MG;ZYLORIC;TEOFARMA S.R.L.;  2,05;  2,92;  0,87;;33A
Allopurinolo;50 UNITA' 100 MG - USO ORALE;M04AA01;22441036;50 COMPRESSE 100 MG;ALLOPURINOLO MOLTENI;L. MOLTENI E C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.;  1,25;  2,07;  0,82;;33B
Allopurinolo;50 UNITA' 100 MG - USO ORALE;M04AA01;39060076;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/AL";ALLOPURINOLO SANDOZ;SANDOZ S.P.A.;  1,25;  2,07;  0,82;;33B
Allopurinolo;50 UNITA' 100 MG - USO ORALE;M04AA01;40180059;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";ALLOPURINOLO TEVA ITALIA;TEVA ITALIA S.R.L.;  1,25;  2,07;  0,82;;33B
Almotriptan;3 UNITA' 12,5 MG - USO ORALE;N02CC05;34996013;"""12,5 MG COMPRESSE RIVESTITE CON FILM"" 3 COMPRESSE";ALMOGRAN;ALMIRALL S.P.A.;  8,68;  11,18;  2,50;;HJA
Almotriptan;3 UNITA' 12,5 MG - USO ORALE;N02CC05;34995011;"""12,5 MG COMPRESSE RIVESTITE CON FILM"" 3 COMPRESSE";ALMOTREX;ALMIRALL S.A.;  8,68;  11,18;  2,50;;HJA
Almotriptan;3 UNITA' 12,5 MG - USO ORALE;N02CC05;41862018;"""12,5 MG COMPRESSE RIVESTITE CON FILM"" 3 COMPRESSE IN BLISTER OPA/AL/PVC-AL";ALMOTRIPTAN SANDOZ;SANDOZ S.P.A.;  8,68;  8,68;  0,00;;HJA
Almotriptan;6 UNITA' 12,5 MG - USO ORALE;N02CC05;34996037;"""12,5 MG COMPRESSERIVESTITE CON FILM"" 6 COMPRESSE";ALMOGRAN;ALMIRALL S.P.A.;  17,36;  19,86;  2,50;;HJB
Almotriptan;6 UNITA' 12,5 MG - USO ORALE;N02CC05;34995035;"""12,5 MG COMPRESSE RIVESTITE CON FILM"" 6 COMPRESSE";ALMOTREX;ALMIRALL S.A.;  17,36;  19,86;  2,50;;HJB
Almotriptan;6 UNITA' 12,5 MG - USO ORALE;N02CC05;43074020;"""12,5 MG COMPRESSE RIVESTITE CON FILM"" 6 COMPRESSE IN BLISTER OPA/AL/PVC";ALMOTRIPTAN DOC GENERICI;DOC GENERICI S.R.L.;  17,36;  17,36;  0,00;;HJB
Almotriptan;6 UNITA' 12,5 MG - USO ORALE;N02CC05;43073042;"""12,5MG COMPRESSE RIVESTITE CON FILM"" 6 COMPRESSE IN BLISTER OPA/AL/PVC";ALMOTRIPTAN EG;EG S.P.A.;  17,36;  17,36;  0,00;;HJB
